Date/Time, Zone, Temperature A, Temperature B, Damper, Aeration Direction, Blower Speed, Biofilter Temperature, Exhaust Temperature, Capped
02/18/2019 18:32:59, 25, 17.47282, 19.82579, 30, 0, 25, 95, 85, Yes
02/18/2019 19:33:04, 25, 17.55894, 19.87579, 30, 0, 25, 95, 85, Yes
02/18/2019 20:33:07, 25, 17.65617, 19.92857, 30, 0, 25, 95, 85, Yes
02/18/2019 21:33:12, 25, 17.74784, 20.0008, 30, 0, 25, 95, 85, Yes
02/18/2019 22:33:13, 25, 17.81451, 20.05636, 30, 0, 25, 95, 85, Yes
02/18/2019 23:33:18, 25, 17.90897, 20.06747, 30, 0, 25, 95, 85, Yes
02/19/2019 00:33:22, 25, 17.97008, 20.17304, 30, 1, 25, 95, 85, Yes
02/19/2019 01:33:24, 25, 18.06731, 20.21471, 30, 1, 25, 95, 85, Yes
02/19/2019 02:33:26, 25, 18.09231, 20.23693, 30, 1, 25, 95, 85, Yes
02/19/2019 03:33:28, 25, 18.17287, 20.29805, 30, 1, 25, 95, 85, Yes
02/19/2019 04:33:30, 25, 18.27566, 20.38139, 30, 1, 25, 95, 85, Yes
02/19/2019 05:33:31, 25, 18.35067, 20.42305, 30, 1, 25, 95, 85, Yes
02/19/2019 06:33:34, 25, 18.44512, 20.45362, 30, 1, 25, 95, 85, Yes
02/19/2019 07:33:40, 25, 18.49235, 20.58973, 30, 1, 25, 95, 85, Yes
02/19/2019 08:33:42, 25, 18.64792, 20.6064, 30, 1, 25, 95, 85, Yes
02/19/2019 09:33:44, 25, 18.68681, 20.63974, 30, 1, 25, 95, 85, Yes
02/19/2019 10:33:52, 25, 18.83404, 20.70364, 30, 1, 25, 95, 85, Yes
02/19/2019 11:34:01, 25, 18.91183, 20.77031, 30, 1, 25, 95, 85, Yes
02/19/2019 12:34:04, 25, 19.03128, 20.84809, 30, 1, 25, 95, 85, Yes
02/19/2019 13:34:13, 25, 19.1424, 20.88143, 30, 1, 25, 95, 85, Yes
02/19/2019 14:34:15, 25, 19.16462, 20.99533, 30, 1, 25, 95, 85, Yes
02/19/2019 15:34:15, 25, 19.32019, 21.00921, 30, 1, 25, 95, 85, Yes
02/19/2019 16:34:16, 25, 19.40909, 21.06199, 30, 1, 25, 95, 85, Yes
02/19/2019 17:34:24, 25, 19.32853, 21.08699, 30, 1, 25, 95, 85, Yes
02/19/2019 18:34:30, 25, 19.42575, 21.14256, 30, 1, 25, 95, 85, Yes
02/19/2019 19:34:31, 25, 19.50354, 21.15645, 30, 1, 25, 95, 85, Yes
02/19/2019 20:34:37, 25, 19.57299, 21.20367, 30, 1, 25, 95, 85, Yes
02/19/2019 21:34:43, 25, 19.61744, 21.26479, 30, 1, 25, 95, 85, Yes
02/19/2019 22:34:49, 25, 19.698, 21.32313, 30, 1, 25, 95, 85, Yes
02/19/2019 23:34:57, 25, 19.79523, 21.36202, 30, 1, 25, 95, 85, Yes
02/20/2019 00:35:03, 25, 19.82857, 21.42036, 30, 1, 25, 95, 85, Yes
02/20/2019 01:35:12, 25, 19.89524, 21.45925, 30, 1, 25, 95, 85, Yes
02/20/2019 02:35:14, 25, 19.93691, 21.49814, 30, 1, 25, 95, 85, Yes
02/20/2019 03:35:23, 25, 20.02302, 21.53703, 30, 1, 25, 95, 85, Yes
02/20/2019 04:35:26, 25, 20.05358, 21.67871, 30, 1, 25, 95, 85, Yes
02/20/2019 05:35:34, 25, 20.24527, 21.60649, 30, 1, 25, 95, 85, Yes
02/20/2019 06:35:43, 25, 20.2536, 21.72038, 30, 1, 25, 95, 85, Yes
02/20/2019 07:35:50, 25, 20.33416, 21.76761, 30, 1, 25, 95, 85, Yes
02/20/2019 08:35:57, 25, 20.38416, 21.81206, 30, 1, 25, 95, 85, Yes
02/20/2019 09:36:04, 25, 20.40083, 21.85651, 30, 1, 25, 95, 85, Yes
02/20/2019 10:36:13, 25, 20.51473, 21.95373, 30, 1, 25, 95, 85, Yes
02/20/2019 11:36:14, 25, 20.62029, 21.95651, 30, 1, 25, 95, 85, Yes
02/20/2019 12:36:16, 25, 20.71197, 22.02041, 30, 1, 25, 95, 85, Yes
02/20/2019 13:36:19, 25, 20.82864, 22.08152, 30, 1, 25, 95, 85, Yes
02/20/2019 14:36:26, 25, 20.84254, 22.10652, 30, 1, 25, 95, 85, Yes
02/20/2019 15:36:29, 25, 20.96755, 22.15375, 30, 1, 25, 95, 85, Yes
02/20/2019 16:36:34, 25, 21.03144, 22.20098, 30, 1, 25, 95, 85, Yes
02/20/2019 17:36:36, 25, 21.06755, 22.27043, 30, 1, 25, 95, 85, Yes
02/20/2019 18:36:39, 25, 21.01755, 22.24265, 30, 1, 25, 95, 85, Yes
02/20/2019 19:36:43, 25, 21.10089, 22.2871, 30, 1, 25, 95, 85, Yes
02/20/2019 20:36:48, 25, 21.15923, 22.32044, 30, 1, 25, 95, 85, Yes
02/20/2019 21:36:54, 25, 21.17034, 22.36487, 30, 1, 25, 95, 85, Yes
02/20/2019 22:36:59, 25, 21.23701, 22.42599, 30, 1, 25, 95, 85, Yes
02/20/2019 23:37:02, 25, 21.31479, 22.45099, 30, 1, 25, 95, 85, Yes
02/21/2019 00:37:05, 25, 21.32591, 22.49267, 30, 1, 25, 95, 85, Yes
02/21/2019 01:37:12, 25, 21.40647, 22.55934, 30, 1, 25, 95, 85, Yes
02/21/2019 02:37:19, 25, 21.46203, 22.60656, 30, 1, 25, 95, 85, Yes
02/21/2019 03:37:26, 25, 21.48981, 22.64267, 30, 1, 25, 95, 85, Yes
02/21/2019 04:37:31, 25, 21.53981, 22.75936, 30, 1, 25, 95, 85, Yes
02/21/2019 05:37:34, 25, 21.59815, 22.62045, 30, 1, 25, 95, 85, Yes
02/21/2019 06:37:39, 25, 21.62315, 22.75658, 30, 1, 25, 95, 85, Yes
02/21/2019 07:37:40, 25, 21.73427, 22.80936, 30, 1, 25, 95, 85, Yes
02/21/2019 08:37:41, 25, 21.7815, 22.84547, 30, 1, 25, 95, 85, Yes
02/21/2019 09:37:41, 25, 21.82039, 22.88714, 30, 1, 25, 95, 85, Yes
02/21/2019 10:37:45, 25, 21.88151, 22.88714, 30, 1, 25, 95, 85, Yes
02/21/2019 11:37:49, 25, 21.99263, 22.99271, 30, 1, 25, 95, 85, Yes
02/21/2019 12:37:53, 25, 22.01763, 23.03993, 20.83333, 1, 25, 95, 85, Yes
02/21/2019 13:37:58, 25, 22.01207, 23.07327, 20, 1, 25, 95, 85, Yes
02/21/2019 14:38:01, 25, 22.07874, 23.12049, 20, 1, 25, 95, 85, Yes
02/21/2019 15:38:05, 25, 22.10652, 23.11771, 20, 1, 25, 95, 85, Yes
02/21/2019 16:38:09, 25, 22.17597, 23.19828, 14.16667, 1, 25, 95, 85, Yes
02/21/2019 17:38:12, 25, 22.2232, 23.18717, 10, 1, 25, 95, 85, Yes
02/21/2019 18:38:14, 25, 22.24542, 23.24273, 10, 1, 25, 95, 85, Yes
02/21/2019 19:38:15, 25, 22.26765, 23.31495, 10, 1, 25, 95, 85, Yes
02/21/2019 20:38:24, 25, 22.34821, 23.32051, 10, 1, 25, 95, 85, Yes
02/21/2019 21:38:28, 25, 22.47044, 23.35107, 10, 1, 25, 95, 85, Yes
02/21/2019 22:38:33, 25, 22.48711, 23.38719, 10, 1, 25, 95, 85, Yes
02/21/2019 23:38:38, 25, 22.501, 23.42608, 10, 1, 25, 95, 85, Yes
02/22/2019 00:38:42, 25, 22.50378, 23.45386, 10, 1, 25, 95, 85, Yes
02/22/2019 01:38:43, 25, 22.55101, 23.49275, 10, 1, 25, 95, 85, Yes
02/22/2019 02:38:48, 25, 22.58434, 23.62331, 10, 1, 25, 95, 85, Yes
02/22/2019 03:38:53, 25, 22.62879, 23.5872, 10, 1, 25, 95, 85, Yes
02/22/2019 04:38:53, 25, 22.68157, 23.63998, 10, 1, 25, 95, 85, Yes
02/22/2019 05:38:53, 25, 22.74547, 23.73165, 10, 1, 25, 95, 85, Yes
02/22/2019 06:39:02, 25, 22.7788, 23.74554, 10, 1, 25, 95, 85, Yes
02/22/2019 07:39:12, 25, 22.79825, 23.76777, 10, 1, 25, 95, 85, Yes
02/22/2019 08:39:14, 25, 22.83991, 23.85945, 10, 1, 25, 95, 85, Yes
02/22/2019 09:39:18, 25, 22.8927, 23.87611, 10, 1, 25, 95, 85, Yes
02/22/2019 10:39:24, 25, 23.01216, 23.93723, 10, 1, 25, 95, 85, Yes
02/22/2019 11:39:24, 25, 23.08715, 23.90945, 10, 1, 25, 95, 85, Yes
02/22/2019 12:39:34, 25, 23.1066, 24.05668, 10, 1, 25, 95, 85, Yes
02/22/2019 13:39:37, 25, 23.2205, 24.00389, 10, 1, 25, 95, 85, Yes
02/22/2019 14:39:43, 25, 23.18439, 24.12891, 10, 1, 25, 95, 85, Yes
02/22/2019 15:39:46, 25, 23.28717, 24.14557, 10, 1, 25, 95, 85, Yes
02/22/2019 16:39:54, 25, 23.24273, 24.17335, 10, 1, 25, 95, 85, Yes
02/22/2019 17:40:00, 25, 23.32051, 24.17891, 10, 1, 25, 95, 85, Yes
02/22/2019 18:40:07, 25, 23.27328, 24.23725, 10, 1, 25, 95, 85, Yes
02/22/2019 19:40:14, 25, 23.3344, 24.27059, 10, 1, 25, 95, 85, Yes
02/22/2019 20:40:16, 25, 23.38719, 24.32337, 10, 1, 25, 95, 85, Yes
02/22/2019 21:40:17, 25, 23.42052, 24.34837, 10, 1, 25, 95, 85, Yes
02/22/2019 22:40:17, 25, 23.43441, 24.40115, 10, 1, 25, 95, 85, Yes
02/22/2019 23:40:18, 25, 23.45663, 24.39837, 10, 1, 25, 95, 85, Yes
02/23/2019 00:40:21, 25, 23.51219, 24.42615, 10, 1, 25, 95, 85, Yes
02/23/2019 01:40:28, 25, 23.52886, 24.47615, 10, 1, 25, 95, 85, Yes
02/23/2019 02:40:33, 25, 23.57053, 24.52061, 10, 1, 25, 95, 85, Yes
02/23/2019 03:40:37, 25, 23.63998, 24.65395, 10, 1, 25, 95, 85, Yes
02/23/2019 04:40:47, 25, 23.60387, 24.67896, 10, 1, 25, 95, 85, Yes
02/23/2019 05:40:52, 25, 23.6511, 24.66784, 10, 1, 25, 95, 85, Yes
02/23/2019 06:40:56, 25, 23.7511, 24.72618, 10, 1, 25, 95, 85, Yes
02/23/2019 07:41:02, 25, 23.72609, 24.73451, 10, 1, 25, 95, 85, Yes
02/23/2019 08:41:10, 25, 23.78999, 24.77896, 17.5, 1, 25, 95, 85, Yes
02/23/2019 09:41:14, 25, 23.79277, 24.7873, 20, 1, 25, 95, 85, Yes
02/23/2019 10:41:16, 25, 23.86501, 24.94009, 20, 1, 25, 95, 85, Yes
02/23/2019 11:41:26, 25, 23.85389, 24.9512, 20, 1, 25, 95, 85, Yes
02/23/2019 12:41:27, 25, 23.91223, 24.99565, 20, 1, 25, 95, 85, Yes
02/23/2019 13:41:35, 25, 23.98167, 25.03176, 20, 1, 25, 95, 85, Yes
02/23/2019 14:41:39, 25, 24.02334, 25.09565, 9.5, 1, 25, 95, 85, Yes
02/23/2019 15:41:39, 25, 24.05668, 25.13733, 9.272727, 1, 25, 95, 85, Yes
02/23/2019 16:41:40, 25, 24.05946, 25.10676, 10, 1, 25, 95, 85, Yes
02/23/2019 16:55:28, 25, 24.05668, 25.1401, 10, 1, 25, 95, 85, No
02/23/2019 17:55:36, 25, 24.05668, 25.15955, 10, 1, 25, 95, 85, No
02/23/2019 18:55:46, 25, 24.10669, 25.17344, 10, 1, 25, 95, 85, No
02/23/2019 19:55:54, 25, 24.15946, 25.22345, 10, 1, 25, 95, 85, No
02/23/2019 20:56:01, 25, 24.20669, 25.27899, 10, 1, 25, 95, 85, No
02/23/2019 21:56:09, 25, 24.20669, 25.304, 10, 1, 25, 95, 85, No
02/23/2019 22:56:17, 25, 24.25114, 25.37067, 10, 1, 25, 95, 85, No
02/23/2019 23:56:25, 25, 24.17613, 25.40679, 10, 1, 25, 95, 85, No
02/24/2019 00:56:34, 25, 24.22336, 25.48179, 10, 1, 25, 95, 85, No
02/24/2019 01:56:44, 25, 24.30115, 25.45957, 10, 1, 25, 95, 85, No
02/24/2019 02:56:51, 25, 24.28447, 25.53458, 10, 1, 25, 95, 85, No
02/24/2019 03:56:58, 25, 24.33726, 25.52624, 10, 1, 25, 95, 85, No
02/24/2019 04:57:06, 25, 24.35671, 25.65681, 10, 1, 25, 95, 85, No
02/24/2019 05:57:13, 25, 24.48449, 25.60403, 10, 1, 25, 95, 85, No
02/24/2019 06:57:21, 25, 24.43449, 25.70681, 10, 1, 25, 95, 85, No
02/24/2019 07:57:29, 25, 24.48171, 25.74292, 10, 1, 25, 95, 85, No
02/24/2019 08:57:38, 25, 24.51227, 25.74292, 10, 1, 25, 95, 85, No
02/24/2019 09:57:46, 25, 24.54283, 25.79849, 10, 1, 25, 95, 85, No
02/24/2019 10:57:50, 25, 24.61783, 25.87627, 10, 1, 25, 95, 85, No
02/24/2019 11:57:57, 25, 24.70118, 25.91794, 10, 1, 25, 95, 85, No
02/24/2019 12:58:06, 25, 24.77618, 25.96795, 10, 1, 25, 95, 85, No
02/24/2019 13:58:15, 25, 24.73729, 25.9735, 10, 1, 25, 95, 85, No
02/24/2019 14:58:22, 25, 24.77896, 25.96795, 10, 1, 25, 95, 85, No
02/24/2019 15:58:29, 25, 24.8123, 26.09018, 10, 1, 25, 95, 85, No
02/24/2019 16:58:34, 25, 24.79563, 26.10962, 10, 1, 25, 95, 85, No
02/24/2019 17:58:45, 25, 24.79563, 26.12907, 10, 1, 25, 95, 85, No
02/24/2019 18:58:50, 25, 24.82063, 26.21241, 10, 1, 25, 95, 85, No
02/24/2019 19:58:58, 25, 24.87897, 26.19852, 10, 1, 25, 95, 85, No
02/24/2019 20:59:05, 25, 24.87619, 26.24297, 10, 1, 25, 95, 85, No
02/24/2019 21:59:05, 25, 24.90119, 26.28186, 10, 1, 25, 95, 85, No
02/24/2019 22:59:15, 25, 24.95675, 26.36798, 10, 1, 25, 95, 85, No
02/24/2019 23:59:19, 25, 24.96509, 26.3652, 10, 1, 25, 95, 85, No
02/25/2019 00:59:24, 25, 25.01509, 26.40131, 10, 1, 25, 95, 85, No
02/25/2019 01:59:32, 25, 24.99842, 26.48188, 10, 1, 25, 95, 85, No
02/25/2019 02:59:35, 25, 25.03731, 26.49021, 10, 1, 25, 95, 85, No
02/25/2019 03:59:37, 25, 25.03176, 26.55966, 10, 1, 25, 95, 85, No
02/25/2019 04:59:46, 25, 25.08176, 26.59855, 10, 1, 25, 95, 85, No
02/25/2019 05:59:56, 25, 25.13177, 26.63466, 10, 1, 25, 95, 85, No
02/25/2019 07:00:04, 25, 25.15677, 26.62633, 10, 1, 25, 95, 85, No
02/25/2019 08:00:14, 25, 25.16788, 26.67911, 10, 1, 25, 95, 85, No
02/25/2019 09:00:22, 25, 25.16232, 26.70689, 10, 1, 25, 95, 85, No
02/25/2019 10:00:23, 25, 25.22067, 26.73745, 10, 1, 25, 95, 85, No
02/25/2019 11:00:24, 25, 25.29011, 26.81801, 10, 1, 25, 95, 85, No
02/25/2019 12:00:31, 25, 25.27622, 26.87357, 10, 1, 25, 95, 85, No
02/25/2019 13:00:37, 25, 25.31511, 26.90691, 10, 1, 25, 95, 85, No
02/25/2019 14:00:45, 25, 25.37067, 26.94024, 10, 1, 25, 95, 85, No
02/25/2019 15:00:51, 25, 25.34011, 26.99303, 10, 1, 25, 95, 85, No
02/25/2019 16:01:01, 25, 25.44568, 27.01803, 10, 1, 25, 95, 85, No
02/25/2019 17:01:06, 25, 25.41512, 27.07914, 10, 1, 25, 95, 85, No
02/25/2019 18:01:09, 25, 25.42902, 27.12637, 10, 1, 25, 95, 85, No
02/25/2019 19:01:14, 25, 25.47346, 27.1347, 10, 1, 25, 95, 85, No
02/25/2019 20:01:22, 25, 25.52346, 27.18193, 10, 1, 25, 95, 85, No
02/25/2019 21:01:29, 25, 25.52624, 27.19304, 10, 1, 25, 95, 85, No
02/25/2019 22:01:29, 25, 25.51513, 27.24305, 10, 1, 25, 95, 85, No
02/25/2019 23:01:36, 25, 25.5568, 27.27639, 10, 1, 25, 95, 85, No
02/26/2019 00:01:43, 25, 25.55124, 27.32083, 10, 1, 25, 95, 85, No
02/26/2019 01:01:52, 25, 25.59014, 27.36806, 10, 1, 25, 95, 85, No
02/26/2019 02:02:00, 25, 25.61236, 27.39305, 10, 1, 25, 95, 85, No
02/26/2019 03:02:07, 25, 25.67904, 27.4514, 10, 1, 25, 95, 85, No
02/26/2019 04:02:16, 25, 25.62625, 27.47084, 10, 1, 25, 95, 85, No
02/26/2019 05:02:16, 25, 25.63736, 27.49584, 10, 1, 25, 95, 85, No
02/26/2019 06:02:24, 25, 25.68737, 27.52362, 10, 1, 25, 95, 85, No
02/26/2019 07:02:33, 25, 25.69293, 27.64308, 10, 1, 25, 95, 85, No
02/26/2019 08:02:42, 25, 25.70681, 27.61252, 10, 1, 25, 95, 85, No
02/26/2019 09:02:41, 25, 25.72625, 27.62363, 10, 1, 25, 95, 85, No
02/26/2019 10:02:47, 25, 25.84571, 27.71809, 10, 1, 25, 95, 85, No
02/26/2019 11:02:56, 25, 25.88461, 27.75698, 10, 1, 25, 95, 85, No
02/26/2019 12:03:04, 25, 25.9485, 27.82365, 10, 1, 25, 95, 85, No
02/26/2019 13:03:07, 25, 25.93739, 27.87921, 10, 1, 25, 95, 85, No
02/26/2019 14:03:13, 25, 25.97906, 27.89588, 10, 1, 25, 95, 85, No
02/26/2019 15:03:16, 25, 25.98461, 27.95977, 10, 1, 25, 95, 85, No
02/26/2019 16:03:23, 25, 26.04017, 28.02088, 10, 1, 25, 95, 85, No
02/26/2019 17:03:30, 25, 26.06795, 28.02922, 10, 1, 25, 95, 85, No
02/26/2019 18:03:37, 25, 26.03184, 28.13479, 10, 1, 25, 95, 85, No
02/26/2019 19:03:40, 25, 26.03461, 28.02922, 10, 1, 25, 95, 85, No
02/26/2019 20:03:47, 25, 26.05962, 28.14312, 10, 1, 25, 95, 85, No
02/26/2019 21:03:56, 25, 26.11518, 28.16812, 10, 1, 25, 95, 85, No
02/26/2019 22:03:58, 25, 26.12351, 28.23757, 10, 1, 25, 95, 85, No
02/26/2019 23:04:05, 25, 26.16518, 28.28757, 10, 1, 25, 95, 85, No
02/27/2019 00:04:09, 25, 26.17629, 28.34314, 10, 1, 25, 95, 85, No
